#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.494359E+01   0.615345E+04   0.612406E+04  -0.642205E-05  -0.642474E-05   0.000000E+00   0.614890E+04   0.614890E+04   0.614890E+04  -0.151463E-03   0.321175E+04   0.321156E+04   0.126079E-04
   0.499328E+01   0.604637E+04   0.601749E+04  -0.618534E-05  -0.618793E-05   0.000000E+00   0.604190E+04   0.604190E+04   0.604190E+04  -0.148827E-03   0.315586E+04   0.315568E+04   0.122819E-04
   0.504346E+01   0.594112E+04   0.591274E+04  -0.595732E-05  -0.595982E-05   0.000000E+00   0.593673E+04   0.593673E+04   0.593673E+04  -0.146237E-03   0.310093E+04   0.310075E+04   0.119645E-04
   0.509415E+01   0.583768E+04   0.580980E+04  -0.573770E-05  -0.574011E-05   0.000000E+00   0.583336E+04   0.583336E+04   0.583336E+04  -0.143691E-03   0.304694E+04   0.304676E+04   0.116556E-04
   0.514535E+01   0.573600E+04   0.570860E+04  -0.552613E-05  -0.552844E-05   0.000000E+00   0.573176E+04   0.573176E+04   0.573176E+04  -0.141188E-03   0.299387E+04   0.299369E+04   0.113548E-04
   0.519706E+01   0.563606E+04   0.560914E+04  -0.532233E-05  -0.532456E-05   0.000000E+00   0.563190E+04   0.563190E+04   0.563190E+04  -0.138728E-03   0.294171E+04   0.294153E+04   0.110621E-04
   0.524929E+01   0.553784E+04   0.551138E+04  -0.512601E-05  -0.512816E-05   0.000000E+00   0.553374E+04   0.553374E+04   0.553374E+04  -0.136310E-03   0.289044E+04   0.289027E+04   0.107771E-04
   0.530204E+01   0.544131E+04   0.541531E+04  -0.493693E-05  -0.493900E-05   0.000000E+00   0.543728E+04   0.543728E+04   0.543728E+04  -0.133934E-03   0.284005E+04   0.283989E+04   0.104998E-04
   0.535533E+01   0.534641E+04   0.532087E+04  -0.475478E-05  -0.475677E-05   0.000000E+00   0.534246E+04   0.534246E+04   0.534246E+04  -0.131598E-03   0.279052E+04   0.279036E+04   0.102298E-04
   0.540915E+01   0.525315E+04   0.522805E+04  -0.457933E-05  -0.458125E-05   0.000000E+00   0.524926E+04   0.524926E+04   0.524926E+04  -0.129303E-03   0.274184E+04   0.274168E+04   0.996698E-05
   0.546352E+01   0.516149E+04   0.513682E+04  -0.441033E-05  -0.441218E-05   0.000000E+00   0.515767E+04   0.515767E+04   0.515767E+04  -0.127047E-03   0.269400E+04   0.269384E+04   0.971115E-05
   0.551842E+01   0.507141E+04   0.504717E+04  -0.424756E-05  -0.424934E-05   0.000000E+00   0.506765E+04   0.506765E+04   0.506765E+04  -0.124829E-03   0.264699E+04   0.264683E+04   0.946214E-05
   0.557389E+01   0.498286E+04   0.495905E+04  -0.409075E-05  -0.409247E-05   0.000000E+00   0.497917E+04   0.497917E+04   0.497917E+04  -0.122650E-03   0.260077E+04   0.260061E+04   0.921972E-05
   0.562991E+01   0.489584E+04   0.487244E+04  -0.393972E-05  -0.394137E-05   0.000000E+00   0.489221E+04   0.489221E+04   0.489221E+04  -0.120508E-03   0.255535E+04   0.255520E+04   0.898375E-05
   0.568649E+01   0.481031E+04   0.478732E+04  -0.379425E-05  -0.379584E-05   0.000000E+00   0.480675E+04   0.480675E+04   0.480675E+04  -0.118403E-03   0.251071E+04   0.251056E+04   0.875405E-05
   0.574363E+01   0.472626E+04   0.470367E+04  -0.365414E-05  -0.365567E-05   0.000000E+00   0.472276E+04   0.472276E+04   0.472276E+04  -0.116334E-03   0.246684E+04   0.246669E+04   0.853047E-05
   0.580136E+01   0.464365E+04   0.462145E+04  -0.351917E-05  -0.352065E-05   0.000000E+00   0.464021E+04   0.464021E+04   0.464021E+04  -0.114300E-03   0.242372E+04   0.242358E+04   0.831281E-05
   0.585967E+01   0.456246E+04   0.454064E+04  -0.338917E-05  -0.339059E-05   0.000000E+00   0.455908E+04   0.455908E+04   0.455908E+04  -0.112302E-03   0.238134E+04   0.238120E+04   0.810093E-05
   0.591856E+01   0.448266E+04   0.446123E+04  -0.326396E-05  -0.326533E-05   0.000000E+00   0.447934E+04   0.447934E+04   0.447934E+04  -0.110338E-03   0.233969E+04   0.233955E+04   0.789467E-05
   0.597804E+01   0.440424E+04   0.438319E+04  -0.314337E-05  -0.314468E-05   0.000000E+00   0.440098E+04   0.440098E+04   0.440098E+04  -0.108407E-03   0.229876E+04   0.229863E+04   0.769390E-05
   0.603812E+01   0.432717E+04   0.430648E+04  -0.302720E-05  -0.302847E-05   0.000000E+00   0.432397E+04   0.432397E+04   0.432397E+04  -0.106510E-03   0.225854E+04   0.225840E+04   0.749845E-05
   0.609880E+01   0.425142E+04   0.423109E+04  -0.291532E-05  -0.291654E-05   0.000000E+00   0.424827E+04   0.424827E+04   0.424827E+04  -0.104646E-03   0.221900E+04   0.221886E+04   0.730818E-05
   0.616010E+01   0.417698E+04   0.415700E+04  -0.280755E-05  -0.280873E-05   0.000000E+00   0.417389E+04   0.417389E+04   0.417389E+04  -0.102814E-03   0.218014E+04   0.218001E+04   0.712295E-05
   0.622200E+01   0.410382E+04   0.408420E+04  -0.270377E-05  -0.270490E-05   0.000000E+00   0.410078E+04   0.410078E+04   0.410078E+04  -0.101013E-03   0.214196E+04   0.214183E+04   0.694266E-05
   0.628454E+01   0.403193E+04   0.401264E+04  -0.260380E-05  -0.260489E-05   0.000000E+00   0.402894E+04   0.402894E+04   0.402894E+04  -0.992432E-04   0.210444E+04   0.210431E+04   0.676713E-05
   0.634770E+01   0.396127E+04   0.394232E+04  -0.250751E-05  -0.250856E-05   0.000000E+00   0.395833E+04   0.395833E+04   0.395833E+04  -0.975039E-04   0.206755E+04   0.206743E+04   0.659625E-05
   0.641150E+01   0.389183E+04   0.387321E+04  -0.241477E-05  -0.241578E-05   0.000000E+00   0.388895E+04   0.388895E+04   0.388895E+04  -0.957947E-04   0.203131E+04   0.203119E+04   0.642990E-05
   0.647594E+01   0.382359E+04   0.380530E+04  -0.232545E-05  -0.232643E-05   0.000000E+00   0.382076E+04   0.382076E+04   0.382076E+04  -0.941151E-04   0.199569E+04   0.199557E+04   0.626796E-05
   0.654101E+01   0.375653E+04   0.373856E+04  -0.223943E-05  -0.224037E-05   0.000000E+00   0.375375E+04   0.375375E+04   0.375375E+04  -0.924645E-04   0.196070E+04   0.196058E+04   0.611032E-05
   0.660675E+01   0.369063E+04   0.367297E+04  -0.215658E-05  -0.215748E-05   0.000000E+00   0.368789E+04   0.368789E+04   0.368789E+04  -0.908423E-04   0.192630E+04   0.192618E+04   0.595684E-05
   0.667316E+01   0.362586E+04   0.360851E+04  -0.207678E-05  -0.207765E-05   0.000000E+00   0.362318E+04   0.362318E+04   0.362318E+04  -0.892482E-04   0.189249E+04   0.189238E+04   0.580743E-05
   0.674022E+01   0.356222E+04   0.354517E+04  -0.199992E-05  -0.200076E-05   0.000000E+00   0.355958E+04   0.355958E+04   0.355958E+04  -0.876816E-04   0.185927E+04   0.185916E+04   0.566197E-05
   0.680796E+01   0.349968E+04   0.348293E+04  -0.192591E-05  -0.192671E-05   0.000000E+00   0.349708E+04   0.349708E+04   0.349708E+04  -0.861422E-04   0.182663E+04   0.182652E+04   0.552037E-05
   0.687638E+01   0.343821E+04   0.342175E+04  -0.185462E-05  -0.185539E-05   0.000000E+00   0.343566E+04   0.343566E+04   0.343566E+04  -0.846292E-04   0.179455E+04   0.179444E+04   0.538249E-05
   0.694549E+01   0.337781E+04   0.336164E+04  -0.178595E-05  -0.178670E-05   0.000000E+00   0.337530E+04   0.337530E+04   0.337530E+04  -0.831424E-04   0.176302E+04   0.176291E+04   0.524827E-05
   0.701530E+01   0.331845E+04   0.330256E+04  -0.171983E-05  -0.172055E-05   0.000000E+00   0.331599E+04   0.331599E+04   0.331599E+04  -0.816813E-04   0.173204E+04   0.173193E+04   0.511759E-05
   0.708580E+01   0.326012E+04   0.324451E+04  -0.165614E-05  -0.165684E-05   0.000000E+00   0.325771E+04   0.325771E+04   0.325771E+04  -0.802457E-04   0.170160E+04   0.170149E+04   0.499037E-05
   0.715701E+01   0.320280E+04   0.318747E+04  -0.159481E-05  -0.159548E-05   0.000000E+00   0.320043E+04   0.320043E+04   0.320043E+04  -0.788348E-04   0.167168E+04   0.167157E+04   0.486650E-05
   0.722894E+01   0.314648E+04   0.313141E+04  -0.153574E-05  -0.153638E-05   0.000000E+00   0.314414E+04   0.314414E+04   0.314414E+04  -0.774483E-04   0.164228E+04   0.164218E+04   0.474590E-05
   0.730160E+01   0.309113E+04   0.307632E+04  -0.147885E-05  -0.147946E-05   0.000000E+00   0.308883E+04   0.308883E+04   0.308883E+04  -0.760859E-04   0.161339E+04   0.161329E+04   0.462849E-05
   0.737497E+01   0.303674E+04   0.302219E+04  -0.142406E-05  -0.142466E-05   0.000000E+00   0.303449E+04   0.303449E+04   0.303449E+04  -0.747473E-04   0.158500E+04   0.158490E+04   0.451418E-05
   0.744909E+01   0.298329E+04   0.296900E+04  -0.137129E-05  -0.137187E-05   0.000000E+00   0.298108E+04   0.298108E+04   0.298108E+04  -0.734317E-04   0.155711E+04   0.155701E+04   0.440287E-05
   0.752396E+01   0.293077E+04   0.291673E+04  -0.132048E-05  -0.132103E-05   0.000000E+00   0.292860E+04   0.292860E+04   0.292860E+04  -0.721389E-04   0.152969E+04   0.152960E+04   0.429450E-05
   0.759958E+01   0.287916E+04   0.286537E+04  -0.127154E-05  -0.127207E-05   0.000000E+00   0.287703E+04   0.287703E+04   0.287703E+04  -0.708686E-04   0.150276E+04   0.150266E+04   0.418898E-05
   0.767595E+01   0.282845E+04   0.281490E+04  -0.122441E-05  -0.122492E-05   0.000000E+00   0.282635E+04   0.282635E+04   0.282635E+04  -0.696204E-04   0.147629E+04   0.147619E+04   0.408625E-05
   0.775310E+01   0.277862E+04   0.276530E+04  -0.117902E-05  -0.117951E-05   0.000000E+00   0.277656E+04   0.277656E+04   0.277656E+04  -0.683937E-04   0.145028E+04   0.145019E+04   0.398621E-05
   0.783102E+01   0.272965E+04   0.271656E+04  -0.113530E-05  -0.113578E-05   0.000000E+00   0.272762E+04   0.272762E+04   0.272762E+04  -0.671884E-04   0.142472E+04   0.142463E+04   0.388880E-05
   0.790972E+01   0.268153E+04   0.266867E+04  -0.109321E-05  -0.109366E-05   0.000000E+00   0.267954E+04   0.267954E+04   0.267954E+04  -0.660040E-04   0.139960E+04   0.139951E+04   0.379396E-05
   0.798921E+01   0.263425E+04   0.262162E+04  -0.105267E-05  -0.105311E-05   0.000000E+00   0.263230E+04   0.263230E+04   0.263230E+04  -0.648402E-04   0.137493E+04   0.137484E+04   0.370161E-05
   0.806951E+01   0.258779E+04   0.257538E+04  -0.101362E-05  -0.101405E-05   0.000000E+00   0.258587E+04   0.258587E+04   0.258587E+04  -0.636966E-04   0.135068E+04   0.135059E+04   0.361168E-05
   0.815061E+01   0.254214E+04   0.252995E+04  -0.976025E-06  -0.976434E-06   0.000000E+00   0.254025E+04   0.254025E+04   0.254025E+04  -0.625729E-04   0.132685E+04   0.132676E+04   0.352411E-05
   0.823252E+01   0.249728E+04   0.248530E+04  -0.939816E-06  -0.940210E-06   0.000000E+00   0.249543E+04   0.249543E+04   0.249543E+04  -0.614687E-04   0.130344E+04   0.130335E+04   0.343883E-05
   0.831527E+01   0.245320E+04   0.244143E+04  -0.904947E-06  -0.905326E-06   0.000000E+00   0.245138E+04   0.245138E+04   0.245138E+04  -0.603838E-04   0.128043E+04   0.128035E+04   0.335580E-05
   0.839883E+01   0.240990E+04   0.239833E+04  -0.871371E-06  -0.871735E-06   0.000000E+00   0.240811E+04   0.240811E+04   0.240811E+04  -0.593178E-04   0.125783E+04   0.125774E+04   0.327494E-05
   0.848324E+01   0.236734E+04   0.235598E+04  -0.839034E-06  -0.839385E-06   0.000000E+00   0.236558E+04   0.236558E+04   0.236558E+04  -0.582704E-04   0.123561E+04   0.123553E+04   0.319620E-05
   0.856850E+01   0.232553E+04   0.231436E+04  -0.807892E-06  -0.808231E-06   0.000000E+00   0.232380E+04   0.232380E+04   0.232380E+04  -0.572411E-04   0.121379E+04   0.121371E+04   0.311951E-05
   0.865462E+01   0.228444E+04   0.227347E+04  -0.777903E-06  -0.778229E-06   0.000000E+00   0.228274E+04   0.228274E+04   0.228274E+04  -0.562298E-04   0.119234E+04   0.119226E+04   0.304483E-05
   0.874159E+01   0.224407E+04   0.223330E+04  -0.749027E-06  -0.749341E-06   0.000000E+00   0.224240E+04   0.224240E+04   0.224240E+04  -0.552361E-04   0.117127E+04   0.117120E+04   0.297211E-05
   0.882945E+01   0.220440E+04   0.219382E+04  -0.721217E-06  -0.721519E-06   0.000000E+00   0.220276E+04   0.220276E+04   0.220276E+04  -0.542597E-04   0.115057E+04   0.115049E+04   0.290128E-05
   0.891819E+01   0.216543E+04   0.215503E+04  -0.694436E-06  -0.694727E-06   0.000000E+00   0.216382E+04   0.216382E+04   0.216382E+04  -0.533003E-04   0.113023E+04   0.113015E+04   0.283230E-05
   0.900782E+01   0.212713E+04   0.211691E+04  -0.668647E-06  -0.668927E-06   0.000000E+00   0.212555E+04   0.212555E+04   0.212555E+04  -0.523577E-04   0.111024E+04   0.111016E+04   0.276511E-05
   0.909834E+01   0.208950E+04   0.207947E+04  -0.643815E-06  -0.644085E-06   0.000000E+00   0.208795E+04   0.208795E+04   0.208795E+04  -0.514316E-04   0.109060E+04   0.109053E+04   0.269969E-05
   0.918978E+01   0.205253E+04   0.204267E+04  -0.619900E-06  -0.620160E-06   0.000000E+00   0.205101E+04   0.205101E+04   0.205101E+04  -0.505216E-04   0.107130E+04   0.107123E+04   0.263596E-05
   0.928215E+01   0.201621E+04   0.200652E+04  -0.596872E-06  -0.597122E-06   0.000000E+00   0.201471E+04   0.201471E+04   0.201471E+04  -0.496274E-04   0.105234E+04   0.105227E+04   0.257389E-05
   0.937543E+01   0.198052E+04   0.197100E+04  -0.574696E-06  -0.574937E-06   0.000000E+00   0.197904E+04   0.197904E+04   0.197904E+04  -0.487489E-04   0.103371E+04   0.103364E+04   0.251344E-05
   0.946965E+01   0.194545E+04   0.193610E+04  -0.553344E-06  -0.553575E-06   0.000000E+00   0.194400E+04   0.194400E+04   0.194400E+04  -0.478858E-04   0.101541E+04   0.101534E+04   0.245456E-05
   0.956483E+01   0.191100E+04   0.190181E+04  -0.532780E-06  -0.533004E-06   0.000000E+00   0.190957E+04   0.190957E+04   0.190957E+04  -0.470377E-04   0.997428E+03   0.997359E+03   0.239720E-05
   0.966096E+01   0.187714E+04   0.186811E+04  -0.512979E-06  -0.513194E-06   0.000000E+00   0.187574E+04   0.187574E+04   0.187574E+04  -0.462044E-04   0.979758E+03   0.979690E+03   0.234133E-05
   0.975805E+01   0.184388E+04   0.183501E+04  -0.493911E-06  -0.494118E-06   0.000000E+00   0.184251E+04   0.184251E+04   0.184251E+04  -0.453857E-04   0.962397E+03   0.962330E+03   0.228690E-05
   0.985612E+01   0.181120E+04   0.180249E+04  -0.475552E-06  -0.475752E-06   0.000000E+00   0.180985E+04   0.180985E+04   0.180985E+04  -0.445814E-04   0.945341E+03   0.945275E+03   0.223390E-05
   0.995517E+01   0.177909E+04   0.177053E+04  -0.457872E-06  -0.458064E-06   0.000000E+00   0.177777E+04   0.177777E+04   0.177777E+04  -0.437910E-04   0.928582E+03   0.928517E+03   0.218225E-05
   0.100552E+02   0.174755E+04   0.173914E+04  -0.440847E-06  -0.441032E-06   0.000000E+00   0.174625E+04   0.174625E+04   0.174625E+04  -0.430145E-04   0.912117E+03   0.912053E+03   0.213195E-05
   0.101563E+02   0.171655E+04   0.170829E+04  -0.424454E-06  -0.424632E-06   0.000000E+00   0.171527E+04   0.171527E+04   0.171527E+04  -0.422516E-04   0.895940E+03   0.895876E+03   0.208294E-05
   0.102584E+02   0.168611E+04   0.167799E+04  -0.408670E-06  -0.408841E-06   0.000000E+00   0.168485E+04   0.168485E+04   0.168485E+04  -0.415021E-04   0.880047E+03   0.879985E+03   0.203520E-05
   0.103615E+02   0.165619E+04   0.164821E+04  -0.393470E-06  -0.393635E-06   0.000000E+00   0.165495E+04   0.165495E+04   0.165495E+04  -0.407657E-04   0.864432E+03   0.864370E+03   0.198868E-05
   0.104656E+02   0.162679E+04   0.161896E+04  -0.378833E-06  -0.378992E-06   0.000000E+00   0.162558E+04   0.162558E+04   0.162558E+04  -0.400422E-04   0.849090E+03   0.849029E+03   0.194337E-05
   0.105708E+02   0.159791E+04   0.159021E+04  -0.364740E-06  -0.364893E-06   0.000000E+00   0.159672E+04   0.159672E+04   0.159672E+04  -0.393314E-04   0.834016E+03   0.833956E+03   0.189921E-05
   0.106770E+02   0.156954E+04   0.156198E+04  -0.351169E-06  -0.351316E-06   0.000000E+00   0.156837E+04   0.156837E+04   0.156837E+04  -0.386330E-04   0.819207E+03   0.819148E+03   0.185620E-05
   0.107843E+02   0.154167E+04   0.153423E+04  -0.338103E-06  -0.338245E-06   0.000000E+00   0.154052E+04   0.154052E+04   0.154052E+04  -0.379469E-04   0.804659E+03   0.804600E+03   0.181429E-05
   0.108927E+02   0.151428E+04   0.150698E+04  -0.325521E-06  -0.325657E-06   0.000000E+00   0.151315E+04   0.151315E+04   0.151315E+04  -0.372728E-04   0.790364E+03   0.790306E+03   0.177345E-05
   0.110022E+02   0.148737E+04   0.148020E+04  -0.313405E-06  -0.313537E-06   0.000000E+00   0.148626E+04   0.148626E+04   0.148626E+04  -0.366105E-04   0.776320E+03   0.776263E+03   0.173365E-05
   0.111127E+02   0.146094E+04   0.145389E+04  -0.301740E-06  -0.301866E-06   0.000000E+00   0.145985E+04   0.145985E+04   0.145985E+04  -0.359598E-04   0.762523E+03   0.762467E+03   0.169488E-05
   0.112244E+02   0.143497E+04   0.142805E+04  -0.290508E-06  -0.290630E-06   0.000000E+00   0.143390E+04   0.143390E+04   0.143390E+04  -0.353206E-04   0.748969E+03   0.748914E+03   0.165710E-05
   0.113372E+02   0.140946E+04   0.140265E+04  -0.279693E-06  -0.279810E-06   0.000000E+00   0.140840E+04   0.140840E+04   0.140840E+04  -0.346926E-04   0.735652E+03   0.735597E+03   0.162027E-05
   0.114512E+02   0.138439E+04   0.137771E+04  -0.269279E-06  -0.269392E-06   0.000000E+00   0.138336E+04   0.138336E+04   0.138336E+04  -0.340756E-04   0.722569E+03   0.722515E+03   0.158439E-05
   0.115663E+02   0.135977E+04   0.135320E+04  -0.259252E-06  -0.259360E-06   0.000000E+00   0.135875E+04   0.135875E+04   0.135875E+04  -0.334695E-04   0.709716E+03   0.709662E+03   0.154942E-05
   0.116825E+02   0.133557E+04   0.132912E+04  -0.249597E-06  -0.249702E-06   0.000000E+00   0.133458E+04   0.133458E+04   0.133458E+04  -0.328740E-04   0.697089E+03   0.697036E+03   0.151535E-05
   0.117999E+02   0.131181E+04   0.130547E+04  -0.240301E-06  -0.240402E-06   0.000000E+00   0.131082E+04   0.131082E+04   0.131082E+04  -0.322890E-04   0.684684E+03   0.684631E+03   0.148213E-05
   0.119185E+02   0.128846E+04   0.128223E+04  -0.231350E-06  -0.231447E-06   0.000000E+00   0.128749E+04   0.128749E+04   0.128749E+04  -0.317142E-04   0.672496E+03   0.672444E+03   0.144976E-05
   0.120383E+02   0.126552E+04   0.125940E+04  -0.222731E-06  -0.222825E-06   0.000000E+00   0.126457E+04   0.126457E+04   0.126457E+04  -0.311496E-04   0.660523E+03   0.660471E+03   0.141820E-05
   0.121593E+02   0.124298E+04   0.123697E+04  -0.214434E-06  -0.214524E-06   0.000000E+00   0.124205E+04   0.124205E+04   0.124205E+04  -0.305949E-04   0.648761E+03   0.648710E+03   0.138745E-05
   0.122815E+02   0.122084E+04   0.121493E+04  -0.206444E-06  -0.206530E-06   0.000000E+00   0.121993E+04   0.121993E+04   0.121993E+04  -0.300499E-04   0.637205E+03   0.637155E+03   0.135747E-05
   0.124049E+02   0.119909E+04   0.119329E+04  -0.198751E-06  -0.198834E-06   0.000000E+00   0.119819E+04   0.119819E+04   0.119819E+04  -0.295146E-04   0.625853E+03   0.625804E+03   0.132825E-05
   0.125296E+02   0.117772E+04   0.117202E+04  -0.191344E-06  -0.191424E-06   0.000000E+00   0.117684E+04   0.117684E+04   0.117684E+04  -0.289886E-04   0.614700E+03   0.614652E+03   0.129976E-05
   0.126555E+02   0.115674E+04   0.115113E+04  -0.184213E-06  -0.184290E-06   0.000000E+00   0.115587E+04   0.115587E+04   0.115587E+04  -0.284720E-04   0.603745E+03   0.603697E+03   0.127200E-05
   0.127827E+02   0.113611E+04   0.113061E+04  -0.177346E-06  -0.177420E-06   0.000000E+00   0.113526E+04   0.113526E+04   0.113526E+04  -0.279644E-04   0.592982E+03   0.592935E+03   0.124492E-05
   0.129112E+02   0.111586E+04   0.111045E+04  -0.170735E-06  -0.170806E-06   0.000000E+00   0.111502E+04   0.111502E+04   0.111502E+04  -0.274658E-04   0.582409E+03   0.582362E+03   0.121853E-05
   0.130409E+02   0.109596E+04   0.109064E+04  -0.164369E-06  -0.164438E-06   0.000000E+00   0.109513E+04   0.109513E+04   0.109513E+04  -0.269759E-04   0.572021E+03   0.571975E+03   0.119279E-05
   0.131720E+02   0.107641E+04   0.107119E+04  -0.158241E-06  -0.158307E-06   0.000000E+00   0.107560E+04   0.107560E+04   0.107560E+04  -0.264948E-04   0.561818E+03   0.561772E+03   0.116770E-05
   0.133044E+02   0.105720E+04   0.105207E+04  -0.152340E-06  -0.152404E-06   0.000000E+00   0.105641E+04   0.105641E+04   0.105641E+04  -0.260220E-04   0.551794E+03   0.551748E+03   0.114324E-05
   0.134381E+02   0.103833E+04   0.103329E+04  -0.146659E-06  -0.146720E-06   0.000000E+00   0.103755E+04   0.103755E+04   0.103755E+04  -0.255576E-04   0.541946E+03   0.541901E+03   0.111938E-05
   0.135731E+02   0.101980E+04   0.101485E+04  -0.141188E-06  -0.141248E-06   0.000000E+00   0.101903E+04   0.101903E+04   0.101903E+04  -0.251014E-04   0.532272E+03   0.532228E+03   0.109612E-05
   0.137096E+02   0.100159E+04   0.996727E+03  -0.135922E-06  -0.135979E-06   0.000000E+00   0.100084E+04   0.100084E+04   0.100084E+04  -0.246532E-04   0.522769E+03   0.522725E+03   0.107343E-05
   0.138473E+02   0.983709E+03   0.978928E+03  -0.130852E-06  -0.130907E-06   0.000000E+00   0.982968E+03   0.982968E+03   0.982968E+03  -0.242130E-04   0.513435E+03   0.513391E+03   0.105131E-05
   0.139865E+02   0.966139E+03   0.961441E+03  -0.125970E-06  -0.126023E-06   0.000000E+00   0.965411E+03   0.965411E+03   0.965411E+03  -0.237806E-04   0.504264E+03   0.504221E+03   0.102974E-05
   0.141271E+02   0.948879E+03   0.944263E+03  -0.121270E-06  -0.121320E-06   0.000000E+00   0.948164E+03   0.948164E+03   0.948164E+03  -0.233557E-04   0.495255E+03   0.495213E+03   0.100869E-05
   0.142691E+02   0.931924E+03   0.927389E+03  -0.116744E-06  -0.116793E-06   0.000000E+00   0.931222E+03   0.931222E+03   0.931222E+03  -0.229384E-04   0.486406E+03   0.486364E+03   0.988170E-06
   0.144124E+02   0.915269E+03   0.910814E+03  -0.112388E-06  -0.112435E-06   0.000000E+00   0.914580E+03   0.914580E+03   0.914580E+03  -0.225284E-04   0.477713E+03   0.477671E+03   0.968152E-06
   0.145573E+02   0.898908E+03   0.894530E+03  -0.108193E-06  -0.108238E-06   0.000000E+00   0.898230E+03   0.898230E+03   0.898230E+03  -0.221257E-04   0.469174E+03   0.469132E+03   0.948624E-06
   0.147036E+02   0.882836E+03   0.878534E+03  -0.104155E-06  -0.104198E-06   0.000000E+00   0.882170E+03   0.882170E+03   0.882170E+03  -0.217301E-04   0.460785E+03   0.460744E+03   0.929574E-06
   0.148514E+02   0.867048E+03   0.862822E+03  -0.100266E-06  -0.100308E-06   0.000000E+00   0.866394E+03   0.866394E+03   0.866394E+03  -0.213415E-04   0.452544E+03   0.452504E+03   0.910990E-06
   0.150006E+02   0.851541E+03   0.847388E+03  -0.965234E-07  -0.965639E-07   0.000000E+00   0.850898E+03   0.850898E+03   0.850898E+03  -0.209598E-04   0.444451E+03   0.444410E+03   0.892862E-06
   0.151514E+02   0.836307E+03   0.832226E+03  -0.929195E-07  -0.929584E-07   0.000000E+00   0.835675E+03   0.835675E+03   0.835675E+03  -0.205848E-04   0.436499E+03   0.436459E+03   0.875173E-06
   0.153037E+02   0.821342E+03   0.817332E+03  -0.894497E-07  -0.894872E-07   0.000000E+00   0.820721E+03   0.820721E+03   0.820721E+03  -0.202165E-04   0.428688E+03   0.428649E+03   0.857914E-06
   0.154575E+02   0.806642E+03   0.802702E+03  -0.861092E-07  -0.861453E-07   0.000000E+00   0.806032E+03   0.806032E+03   0.806032E+03  -0.198546E-04   0.421015E+03   0.420976E+03   0.841074E-06
   0.156128E+02   0.792203E+03   0.788332E+03  -0.828935E-07  -0.829282E-07   0.000000E+00   0.791604E+03   0.791604E+03   0.791604E+03  -0.194992E-04   0.413479E+03   0.413441E+03   0.824643E-06
   0.157697E+02   0.778019E+03   0.774215E+03  -0.797973E-07  -0.798307E-07   0.000000E+00   0.777430E+03   0.777430E+03   0.777430E+03  -0.191501E-04   0.406076E+03   0.406038E+03   0.808607E-06
   0.159282E+02   0.764085E+03   0.760348E+03  -0.768164E-07  -0.768486E-07   0.000000E+00   0.763507E+03   0.763507E+03   0.763507E+03  -0.188071E-04   0.398803E+03   0.398766E+03   0.792958E-06
   0.160883E+02   0.750399E+03   0.746727E+03  -0.739467E-07  -0.739776E-07   0.000000E+00   0.749831E+03   0.749831E+03   0.749831E+03  -0.184703E-04   0.391660E+03   0.391623E+03   0.777685E-06
   0.162500E+02   0.736957E+03   0.733348E+03  -0.711841E-07  -0.712140E-07   0.000000E+00   0.736398E+03   0.736398E+03   0.736398E+03  -0.181394E-04   0.384644E+03   0.384607E+03   0.762779E-06
   0.164133E+02   0.723751E+03   0.720205E+03  -0.685243E-07  -0.685530E-07   0.000000E+00   0.723202E+03   0.723202E+03   0.723202E+03  -0.178143E-04   0.377751E+03   0.377714E+03   0.748229E-06
   0.165783E+02   0.710780E+03   0.707295E+03  -0.659636E-07  -0.659912E-07   0.000000E+00   0.710240E+03   0.710240E+03   0.710240E+03  -0.174950E-04   0.370981E+03   0.370944E+03   0.734027E-06
   0.167449E+02   0.698038E+03   0.694614E+03  -0.634983E-07  -0.635249E-07   0.000000E+00   0.697508E+03   0.697508E+03   0.697508E+03  -0.171814E-04   0.364331E+03   0.364294E+03   0.720162E-06
   0.169132E+02   0.685524E+03   0.682159E+03  -0.611252E-07  -0.611508E-07   0.000000E+00   0.685003E+03   0.685003E+03   0.685003E+03  -0.168734E-04   0.357799E+03   0.357763E+03   0.706628E-06
   0.170831E+02   0.673230E+03   0.669924E+03  -0.588404E-07  -0.588651E-07   0.000000E+00   0.672718E+03   0.672718E+03   0.672718E+03  -0.165708E-04   0.351382E+03   0.351346E+03   0.693414E-06
   0.172548E+02   0.661155E+03   0.657906E+03  -0.566408E-07  -0.566645E-07   0.000000E+00   0.660652E+03   0.660652E+03   0.660652E+03  -0.162735E-04   0.345079E+03   0.345044E+03   0.680512E-06
   0.174283E+02   0.649294E+03   0.646101E+03  -0.545232E-07  -0.545460E-07   0.000000E+00   0.648799E+03   0.648799E+03   0.648799E+03  -0.159816E-04   0.338888E+03   0.338854E+03   0.667914E-06
   0.176034E+02   0.637643E+03   0.634505E+03  -0.524846E-07  -0.525066E-07   0.000000E+00   0.637157E+03   0.637157E+03   0.637157E+03  -0.156948E-04   0.332807E+03   0.332773E+03   0.655612E-06
   0.177803E+02   0.626200E+03   0.623117E+03  -0.505222E-07  -0.505434E-07   0.000000E+00   0.625723E+03   0.625723E+03   0.625723E+03  -0.154132E-04   0.326835E+03   0.326801E+03   0.643600E-06
